P_ID,Timestamp,Version,Ihl,Tos,Len,Flags,Frag,Ttl,Proto,Chksum,Src,Dst,Sport,Dport,Seq,Ack,Dataofs,Reserved,Tflags,Tproto,Window,Tchksum,Urgptr,Label
64683,1706301662.281000,4,5,0,52,2,0,128,6,58874,10.0.2.15,10.0.2.15,50421,38926,2504728108,0,8,0,-1,1,64240,19334,0,0
444,1706301662.281000,4,5,0,52,2,0,128,6,57578,10.0.2.15,10.0.2.15,38926,50421,944061806,2504728109,8,0,-1,1,65535,54926,0,0
444,1706301662.281000,4,5,0,52,2,0,128,6,39192,148.251.190.229,10.0.2.15,9010,50421,944061806,2504728109,8,0,-1,1,65535,921,0,0
5089,1706301662.281000,4,5,0,265,2,0,128,6,9203,10.0.2.15,193.23.244.244,50422,443,2835889761,4169494813,5,0,1,1,1026,20753,0,1
5089,1706301662.281000,4,5,0,265,2,0,128,6,52720,10.0.2.15,10.0.2.15,50422,443,2835889761,4169494813,5,0,1,1,1026,64270,0,1
30062,1706301662.281000,4,5,0,52,2,0,128,6,23551,10.0.2.15,185.21.100.50,50423,9001,3632653320,0,8,0,-1,1,64240,42521,0,0
30062,1706301662.533000,4,5,0,52,2,0,128,6,27960,10.0.2.15,10.0.2.15,50423,38926,3632653320,0,8,0,-1,1,64240,17005,0,0
64684,1706301662.533000,4,5,0,40,2,0,128,6,40499,10.0.2.15,148.251.190.229,50421,9010,2504728109,944061807,5,0,-1,1,1026,14990,0,0
64684,1706301662.648000,4,5,0,40,2,0,128,6,58885,10.0.2.15,10.0.2.15,50421,38926,2504728109,944061807,5,0,-1,1,1026,3460,0,0
64685,1706301662.648000,4,5,0,247,2,0,128,6,40291,10.0.2.15,148.251.190.229,50421,9010,2504728109,944061807,5,0,1,1,1026,56327,0,1
64685,1706301662.648000,4,5,0,247,2,0,128,6,58677,10.0.2.15,10.0.2.15,50421,38926,2504728109,944061807,5,0,1,1,1026,44797,0,1
445,1706301662.648000,4,5,0,40,2,0,128,6,57589,10.0.2.15,10.0.2.15,443,50422,4169494813,2835889986,5,0,-1,1,1025,31510,0,0
445,1706301662.648000,4,5,0,40,2,0,128,6,14072,193.23.244.244,10.0.2.15,443,50422,4169494813,2835889986,5,0,-1,1,1025,53528,0,0
446,1706301662.648000,4,5,0,894,2,0,128,6,56734,10.0.2.15,10.0.2.15,443,50422,4169494813,2835889986,5,0,1,1,1025,10054,0,1
446,1706301662.648000,4,5,0,894,2,0,128,6,13217,193.23.244.244,10.0.2.15,443,50422,4169494813,2835889986,5,0,1,1,1025,32072,0,1
447,1706301662.648000,4,5,0,52,2,0,128,6,57575,10.0.2.15,10.0.2.15,38926,50423,3586986181,3632653321,8,0,-1,1,65535,23702,0,0
447,1706301662.704000,4,5,0,52,2,0,128,6,53166,185.21.100.50,10.0.2.15,9001,50423,3586986181,3632653321,8,0,-1,1,65535,49218,0,0
448,1706301662.704000,4,5,0,894,2,0,128,6,56732,10.0.2.15,10.0.2.15,443,50422,4169494813,2835889986,5,0,1,1,1025,10054,0,1
448,1706301662.704000,4,5,0,894,2,0,128,6,13215,193.23.244.244,10.0.2.15,443,50422,4169494813,2835889986,5,0,1,1,1025,32072,0,1
449,1706301662.704000,4,5,0,40,2,0,128,6,57585,10.0.2.15,10.0.2.15,38926,50421,944061807,2504728316,5,0,-1,1,1025,3254,0,0
449,1706301662.704000,4,5,0,40,2,0,128,6,39199,148.251.190.229,10.0.2.15,9010,50421,944061807,2504728316,5,0,-1,1,1025,14784,0,0
5090,1706301662.704000,4,5,0,382,2,0,128,6,9085,10.0.2.15,193.23.244.244,50422,443,2835889986,4169495667,5,0,1,1,1023,36020,0,1
5090,1706301662.704000,4,5,0,382,2,0,128,6,52602,10.0.2.15,10.0.2.15,50422,443,2835889986,4169495667,5,0,1,1,1023,14002,0,1
30063,1706301662.704000,4,5,0,40,2,0,128,6,23562,10.0.2.15,185.21.100.50,50423,9001,3632653321,3586986182,5,0,-1,1,1026,63287,0,0
30063,1706301662.991000,4,5,0,40,2,0,128,6,27971,10.0.2.15,10.0.2.15,50423,38926,3632653321,3586986182,5,0,-1,1,1026,37771,0,0
5091,1706301663.041000,4,5,0,52,2,0,128,6,9414,10.0.2.15,193.23.244.244,50422,443,2835890328,4169495667,8,0,-1,1,1023,49082,0,0
5091,1706301663.041000,4,5,0,52,2,0,128,6,52931,10.0.2.15,10.0.2.15,50422,443,2835890328,4169495667,8,0,-1,1,1023,27064,0,0
450,1706301663.041000,4,5,0,40,2,0,128,6,57584,10.0.2.15,10.0.2.15,443,50422,4169495667,2835890328,5,0,-1,1,1024,30315,0,0
450,1706301663.041000,4,5,0,40,2,0,128,6,14067,193.23.244.244,10.0.2.15,443,50422,4169495667,2835890328,5,0,-1,1,1024,52333,0,0
30064,1706301663.045000,4,5,0,258,2,0,128,6,23343,10.0.2.15,185.21.100.50,50423,9001,3632653321,3586986182,5,0,1,1,1026,26097,0,1
30064,1706301663.045000,4,5,0,258,2,0,128,6,27752,10.0.2.15,10.0.2.15,50423,38926,3632653321,3586986182,5,0,1,1,1026,581,0,1
451,1706301663.045000,4,5,0,322,2,0,128,6,57301,10.0.2.15,10.0.2.15,443,50422,4169495667,2835890328,5,0,1,1,1024,24817,0,1
451,1706301663.045000,4,5,0,322,2,0,128,6,13784,193.23.244.244,10.0.2.15,443,50422,4169495667,2835890328,5,0,1,1,1024,46835,0,1
452,1706301663.045000,4,5,0,40,2,0,128,6,57582,10.0.2.15,10.0.2.15,38926,50423,3586986182,3632653539,5,0,-1,1,1025,37554,0,0
452,1706301663.045000,4,5,0,40,2,0,128,6,53173,185.21.100.50,10.0.2.15,9001,50423,3586986182,3632653539,5,0,-1,1,1025,63070,0,0
5092,1706301663.045000,4,5,0,93,2,0,128,6,9372,10.0.2.15,193.23.244.244,50422,443,2835890328,4169495949,5,0,1,1,1022,37268,0,1
5092,1706301663.045000,4,5,0,93,2,0,128,6,52889,10.0.2.15,10.0.2.15,50422,443,2835890328,4169495949,5,0,1,1,1022,15250,0,1
453,1706301663.045000,4,5,0,40,2,0,128,6,57581,10.0.2.15,10.0.2.15,443,50422,4169495949,2835890381,5,0,-1,1,1024,29980,0,0
453,1706301663.045000,4,5,0,40,2,0,128,6,14064,193.23.244.244,10.0.2.15,443,50422,4169495949,2835890381,5,0,-1,1,1024,51998,0,0
454,1706301663.312000,4,5,0,73,-1,0,128,17,8385,10.0.2.15,10.0.2.15,60288,53,,,,,,0,,,,0
459,1706301665.097000,4,5,0,72,-1,0,128,17,8381,10.0.2.15,10.0.2.15,64718,53,,,,,,0,,,,0
460,1706301665.097000,4,5,0,74,-1,0,128,17,8378,10.0.2.15,10.0.2.15,50743,53,,,,,,0,,,,0
461,1706301665.097000,4,5,0,73,-1,0,128,17,8378,10.0.2.15,10.0.2.15,60288,53,,,,,,0,,,,0
462,1706301665.520000,4,5,0,73,-1,0,128,17,8377,10.0.2.15,10.0.2.15,53,60288,,,,,,0,,,,0
463,1706301665.749000,4,5,0,72,-1,0,128,17,8377,10.0.2.15,10.0.2.15,53,64718,,,,,,0,,,,0
464,1706301666.362000,4,5,0,74,-1,0,128,17,8374,10.0.2.15,10.0.2.15,53,50743,,,,,,0,,,,0
465,1706301666.666000,4,5,0,73,-1,0,128,17,8374,10.0.2.15,10.0.2.15,53,60288,,,,,,0,,,,0
467,1706301667.992000,4,5,0,40,2,0,128,6,57567,10.0.2.15,10.0.2.15,443,50422,4169495949,2835890381,5,0,-1,1,1024,29979,0,0
467,1706301667.992000,4,5,0,40,2,0,128,6,14050,193.23.244.244,10.0.2.15,443,50422,4169495949,2835890381,5,0,-1,1,1024,51997,0,0
5093,1706301667.992000,4,5,0,40,2,0,128,6,9424,10.0.2.15,193.23.244.244,50422,443,2835890381,4169495950,5,0,-1,1,1022,51999,0,0
5093,1706301667.992000,4,5,0,40,2,0,128,6,52941,10.0.2.15,10.0.2.15,50422,443,2835890381,4169495950,5,0,-1,1,1022,29981,0,0
5094,1706301667.992000,4,5,0,40,2,0,128,6,9423,10.0.2.15,193.23.244.244,50422,443,2835890381,4169495950,5,0,-1,1,1022,51998,0,0
5094,1706301667.992000,4,5,0,40,2,0,128,6,52940,10.0.2.15,10.0.2.15,50422,443,2835890381,4169495950,5,0,-1,1,1022,29980,0,0
468,1706301667.992000,4,5,0,40,2,0,128,6,57566,10.0.2.15,10.0.2.15,443,50422,4169495950,2835890382,5,0,-1,1,1024,29978,0,0
468,1706301667.992000,4,5,0,40,2,0,128,6,14049,193.23.244.244,10.0.2.15,443,50422,4169495950,2835890382,5,0,-1,1,1024,51996,0,0
469,1706301668.053000,4,5,0,40,2,0,128,6,57565,10.0.2.15,10.0.2.15,38926,50423,3586986182,3632653539,5,0,-1,1,1025,37553,0,0
469,1706301668.053000,4,5,0,40,2,0,128,6,53156,185.21.100.50,10.0.2.15,9001,50423,3586986182,3632653539,5,0,-1,1,1025,63069,0,0
470,1706301668.077000,4,5,0,40,2,0,128,6,57564,10.0.2.15,10.0.2.15,38926,50423,3586986183,3632653539,5,0,-1,1,0,38574,0,0
470,1706301668.077000,4,5,0,40,2,0,128,6,53155,185.21.100.50,10.0.2.15,9001,50423,3586986183,3632653539,5,0,-1,1,0,64090,0,0
30065,1706301668.077000,4,5,0,40,2,0,128,6,23560,10.0.2.15,185.21.100.50,50423,9001,3632653539,3586986183,5,0,-1,1,1026,63068,0,0
30065,1706301668.077000,4,5,0,40,2,0,128,6,27969,10.0.2.15,10.0.2.15,50423,38926,3632653539,3586986183,5,0,-1,1,1026,37552,0,0
30066,1706301668.077000,4,5,0,40,2,0,128,6,23559,10.0.2.15,185.21.100.50,50423,9001,3632653539,3586986183,5,0,-1,1,1026,63067,0,0
30066,1706301668.077000,4,5,0,40,2,0,128,6,27968,10.0.2.15,10.0.2.15,50423,38926,3632653539,3586986183,5,0,-1,1,1026,37551,0,0
471,1706301668.077000,4,5,0,40,2,0,128,6,57563,10.0.2.15,10.0.2.15,38926,50423,3586986183,3586986183,5,0,-1,1,0,28051,0,0
471,1706301668.077000,4,5,0,40,2,0,128,6,53154,185.21.100.50,10.0.2.15,9001,50423,3586986183,3586986183,5,0,-1,1,0,53567,0,0
472,1706301668.077000,4,5,0,40,2,0,128,6,57562,10.0.2.15,10.0.2.15,38926,50423,3586986183,3586986183,5,0,-1,1,0,28051,0,0
472,1706301668.077000,4,5,0,40,2,0,128,6,53153,185.21.100.50,10.0.2.15,9001,50423,3586986183,3586986183,5,0,-1,1,0,53567,0,0
473,1706301668.188000,4,5,0,40,2,0,128,6,57561,10.0.2.15,10.0.2.15,38926,50421,944061807,2504728316,5,0,-1,1,1025,3253,0,0
473,1706301668.188000,4,5,0,40,2,0,128,6,39175,148.251.190.229,10.0.2.15,9010,50421,944061807,2504728316,5,0,-1,1,1025,14783,0,0
474,1706301668.188000,4,5,0,40,2,0,128,6,57560,10.0.2.15,10.0.2.15,38926,50421,944061808,2504728316,5,0,-1,1,0,4274,0,0
474,1706301668.188000,4,5,0,40,2,0,128,6,39174,148.251.190.229,10.0.2.15,9010,50421,944061808,2504728316,5,0,-1,1,0,15804,0,0
64686,1706301668.238000,4,5,0,40,2,0,128,6,40497,10.0.2.15,148.251.190.229,50421,9010,2504728316,944061808,5,0,-1,1,1026,14782,0,0
64686,1706301668.238000,4,5,0,40,2,0,128,6,58883,10.0.2.15,10.0.2.15,50421,38926,2504728316,944061808,5,0,-1,1,1026,3252,0,0
64687,1706301668.238000,4,5,0,40,2,0,128,6,40496,10.0.2.15,148.251.190.229,50421,9010,2504728316,944061808,5,0,-1,1,1026,14781,0,0
64687,1706301668.238000,4,5,0,40,2,0,128,6,58882,10.0.2.15,10.0.2.15,50421,38926,2504728316,944061808,5,0,-1,1,1026,3251,0,0
475,1706301668.238000,4,5,0,40,2,0,128,6,57559,10.0.2.15,10.0.2.15,38926,50421,944061808,944061808,5,0,-1,1,0,20308,0,0
475,1706301668.238000,4,5,0,40,2,0,128,6,39173,148.251.190.229,10.0.2.15,9010,50421,944061808,944061808,5,0,-1,1,0,31838,0,0
476,1706301668.238000,4,5,0,40,2,0,128,6,57558,10.0.2.15,10.0.2.15,38926,50421,944061808,944061808,5,0,-1,1,0,20308,0,0
476,1706301668.238000,4,5,0,40,2,0,128,6,39172,148.251.190.229,10.0.2.15,9010,50421,944061808,944061808,5,0,-1,1,0,31838,0,0
40663,1706301668.780000,4,5,0,52,2,0,128,6,16660,10.0.2.15,185.100.85.101,50424,9001,336062874,0,8,0,-1,1,64240,29571,0,0
40663,1706301668.827000,4,5,0,52,2,0,128,6,17359,10.0.2.15,10.0.2.15,50424,38926,336062874,0,8,0,-1,1,64240,345,0,0
17376,1706301668.860000,4,5,0,52,2,0,128,6,24784,10.0.2.15,154.35.175.225,50425,443,1332359586,0,8,0,-1,1,64240,54858,0,0
17376,1706301668.913000,4,5,0,52,2,0,128,6,40646,10.0.2.15,10.0.2.15,50425,443,1332359586,0,8,0,-1,1,64240,5185,0,0
477,1706301668.913000,4,5,0,52,2,0,128,6,57545,10.0.2.15,10.0.2.15,38926,50424,2347188065,336062875,8,0,-1,1,65535,14028,0,0
477,1706301668.913000,4,5,0,52,2,0,128,6,56846,185.100.85.101,10.0.2.15,9001,50424,2347188065,336062875,8,0,-1,1,65535,43254,0,0
478,1706301668.913000,4,5,0,52,2,0,128,6,57544,10.0.2.15,10.0.2.15,443,50425,133389585,1332359587,8,0,-1,1,65535,45048,0,0
478,1706301668.913000,4,5,0,52,2,0,128,6,41682,154.35.175.225,10.0.2.15,443,50425,133389585,1332359587,8,0,-1,1,65535,29186,0,0
40664,1706301668.913000,4,5,0,40,2,0,128,6,16671,10.0.2.15,185.100.85.101,50424,9001,336062875,2347188066,5,0,-1,1,1026,57323,0,0
40664,1706301668.913000,4,5,0,40,2,0,128,6,17370,10.0.2.15,10.0.2.15,50424,38926,336062875,2347188066,5,0,-1,1,1026,28097,0,0
17377,1706301668.939000,4,5,0,40,2,0,128,6,24795,10.0.2.15,154.35.175.225,50425,443,1332359587,133389586,5,0,-1,1,1026,43255,0,0
17377,1706301668.939000,4,5,0,40,2,0,128,6,40657,10.0.2.15,10.0.2.15,50425,443,1332359587,133389586,5,0,-1,1,1026,59117,0,0
40665,1706301668.939000,4,5,0,256,2,0,128,6,16454,10.0.2.15,185.100.85.101,50424,9001,336062875,2347188066,5,0,1,1,1026,61690,0,1
40665,1706301668.981000,4,5,0,256,2,0,128,6,17153,10.0.2.15,10.0.2.15,50424,38926,336062875,2347188066,5,0,1,1,1026,32464,0,1
17378,1706301668.981000,4,5,0,263,2,0,128,6,24571,10.0.2.15,154.35.175.225,50425,443,1332359587,133389586,5,0,1,1,1026,31097,0,1
17378,1706301668.981000,4,5,0,263,2,0,128,6,40433,10.0.2.15,10.0.2.15,50425,443,1332359587,133389586,5,0,1,1,1026,46959,0,1
479,1706301668.981000,4,5,0,40,2,0,128,6,57555,10.0.2.15,10.0.2.15,38926,50424,2347188066,336063091,5,0,-1,1,1025,27882,0,0
479,1706301668.981000,4,5,0,40,2,0,128,6,56856,185.100.85.101,10.0.2.15,9001,50424,2347188066,336063091,5,0,-1,1,1025,57108,0,0
480,1706301668.981000,4,5,0,40,2,0,128,6,57554,10.0.2.15,10.0.2.15,443,50425,133389586,1332359810,5,0,-1,1,1025,58895,0,0
480,1706301668.981000,4,5,0,40,2,0,128,6,41692,154.35.175.225,10.0.2.15,443,50425,133389586,1332359810,5,0,-1,1,1025,43033,0,0
481,1706301668.981000,4,5,0,894,2,0,128,6,56699,10.0.2.15,10.0.2.15,443,50425,133389586,1332359810,5,0,1,1,1025,47710,0,1
481,1706301668.981000,4,5,0,894,2,0,128,6,40837,154.35.175.225,10.0.2.15,443,50425,133389586,1332359810,5,0,1,1,1025,31848,0,1
17379,1706301668.981000,4,5,0,382,2,0,128,6,24451,10.0.2.15,154.35.175.225,50425,443,1332359810,133390440,5,0,1,1,1023,58021,0,1
17379,1706301668.981000,4,5,0,382,2,0,128,6,40313,10.0.2.15,10.0.2.15,50425,443,1332359810,133390440,5,0,1,1,1023,8348,0,1
482,1706301668.981000,4,5,0,40,2,0,128,6,57552,10.0.2.15,10.0.2.15,443,50425,133390440,1332360152,5,0,-1,1,1024,57700,0,0
482,1706301668.981000,4,5,0,40,2,0,128,6,41690,154.35.175.225,10.0.2.15,443,50425,133390440,1332360152,5,0,-1,1,1024,41838,0,0
483,1706301669.010000,4,5,0,322,2,0,128,6,57269,10.0.2.15,10.0.2.15,443,50425,133390440,1332360152,5,0,1,1,1024,37426,0,1
483,1706301669.010000,4,5,0,322,2,0,128,6,41407,154.35.175.225,10.0.2.15,443,50425,133390440,1332360152,5,0,1,1,1024,21564,0,1
17380,1706301669.010000,4,5,0,93,2,0,128,6,24739,10.0.2.15,154.35.175.225,50425,443,1332360152,133390722,5,0,1,1,1022,30277,0,1
17380,1706301669.010000,4,5,0,93,2,0,128,6,40601,10.0.2.15,10.0.2.15,50425,443,1332360152,133390722,5,0,1,1,1022,46139,0,1
484,1706301669.010000,4,5,0,40,2,0,128,6,57550,10.0.2.15,10.0.2.15,443,50425,133390722,1332360205,5,0,-1,1,1024,57365,0,0
484,1706301669.010000,4,5,0,40,2,0,128,6,41688,154.35.175.225,10.0.2.15,443,50425,133390722,1332360205,5,0,-1,1,1024,41503,0,0
485,1706301669.056000,4,5,0,40,2,0,128,6,57549,10.0.2.15,10.0.2.15,38926,50424,2347188066,336063091,5,0,-1,1,1025,27881,0,0
485,1706301669.056000,4,5,0,40,2,0,128,6,56850,185.100.85.101,10.0.2.15,9001,50424,2347188066,336063091,5,0,-1,1,1025,57107,0,0
486,1706301669.056000,4,5,0,40,2,0,128,6,57548,10.0.2.15,10.0.2.15,38926,50424,2347188067,336063091,5,0,-1,1,0,28902,0,0
486,1706301669.056000,4,5,0,40,2,0,128,6,56849,185.100.85.101,10.0.2.15,9001,50424,2347188067,336063091,5,0,-1,1,0,58128,0,0
40666,1706301669.056000,4,5,0,40,2,0,128,6,16669,10.0.2.15,185.100.85.101,50424,9001,336063091,2347188067,5,0,-1,1,1026,57106,0,0
40666,1706301669.056000,4,5,0,40,2,0,128,6,17368,10.0.2.15,10.0.2.15,50424,38926,336063091,2347188067,5,0,-1,1,1026,27880,0,0
40667,1706301669.056000,4,5,0,40,2,0,128,6,16668,10.0.2.15,185.100.85.101,50424,9001,336063091,2347188067,5,0,-1,1,1026,57105,0,0
40667,1706301669.056000,4,5,0,40,2,0,128,6,17367,10.0.2.15,10.0.2.15,50424,38926,336063091,2347188067,5,0,-1,1,1026,27879,0,0
487,1706301669.056000,4,5,0,40,2,0,128,6,57547,10.0.2.15,10.0.2.15,38926,50424,2347188067,2347188067,5,0,-1,1,0,42022,0,0
487,1706301669.056000,4,5,0,40,2,0,128,6,56848,185.100.85.101,10.0.2.15,9001,50424,2347188067,2347188067,5,0,-1,1,0,5713,0,0
488,1706301669.056000,4,5,0,40,2,0,128,6,57546,10.0.2.15,10.0.2.15,38926,50424,2347188067,2347188067,5,0,-1,1,0,42022,0,0
488,1706301669.056000,4,5,0,40,2,0,128,6,56847,185.100.85.101,10.0.2.15,9001,50424,2347188067,2347188067,5,0,-1,1,0,5713,0,0
489,1706301670.850000,4,5,0,73,-1,0,128,17,8350,10.0.2.15,10.0.2.15,59062,53,,,,,,0,,,,0
490,1706301670.895000,4,5,0,73,-1,0,128,17,8349,10.0.2.15,10.0.2.15,63502,53,,,,,,0,,,,0
491,1706301671.166000,4,5,0,73,-1,0,128,17,8348,10.0.2.15,10.0.2.15,53,59062,,,,,,0,,,,0
492,1706301671.783000,4,5,0,73,-1,0,128,17,8347,10.0.2.15,10.0.2.15,63502,53,,,,,,0,,,,0
493,1706301671.847000,4,5,0,73,-1,0,128,17,8346,10.0.2.15,10.0.2.15,53,63502,,,,,,0,,,,0
494,1706301671.847000,4,5,0,73,-1,0,128,17,8345,10.0.2.15,10.0.2.15,53,63502,,,,,,0,,,,0
50938,1706301672.028000,4,5,0,52,2,0,128,6,20008,10.0.2.15,80.127.137.19,50426,443,3860157638,0,8,0,-1,1,64240,36076,0,0
50938,1706301672.028000,4,5,0,52,2,0,128,6,7084,10.0.2.15,10.0.2.15,50426,443,3860157638,0,8,0,-1,1,64240,23152,0,0
496,1706301672.028000,4,5,0,52,2,0,128,6,57526,10.0.2.15,10.0.2.15,443,50426,2443557706,3860157639,8,0,-1,1,65535,3644,0,0
496,1706301672.028000,4,5,0,52,2,0,128,6,4915,80.127.137.19,10.0.2.15,443,50426,2443557706,3860157639,8,0,-1,1,65535,16568,0,0
50939,1706301672.028000,4,5,0,40,2,0,128,6,20019,10.0.2.15,80.127.137.19,50426,443,3860157639,2443557707,5,0,-1,1,1026,30637,0,0
50939,1706301672.028000,4,5,0,40,2,0,128,6,7095,10.0.2.15,10.0.2.15,50426,443,3860157639,2443557707,5,0,-1,1,1026,17713,0,0
50940,1706301672.067000,4,5,0,261,2,0,128,6,19797,10.0.2.15,80.127.137.19,50426,443,3860157639,2443557707,5,0,1,1,1026,35258,0,1
50940,1706301672.067000,4,5,0,261,2,0,128,6,6873,10.0.2.15,10.0.2.15,50426,443,3860157639,2443557707,5,0,1,1,1026,22334,0,1
497,1706301672.067000,4,5,0,40,2,0,128,6,57537,10.0.2.15,10.0.2.15,443,50426,2443557707,3860157860,5,0,-1,1,1025,17493,0,0
497,1706301672.067000,4,5,0,40,2,0,128,6,4926,80.127.137.19,10.0.2.15,443,50426,2443557707,3860157860,5,0,-1,1,1025,30417,0,0
498,1706301673.682000,4,5,0,72,-1,0,128,17,8342,10.0.2.15,10.0.2.15,49172,53,,,,,,0,,,,0
499,1706301673.682000,4,5,0,40,2,0,128,6,57535,10.0.2.15,10.0.2.15,443,50425,133390722,1332360205,5,0,-1,1,1024,57364,0,0
499,1706301673.682000,4,5,0,40,2,0,128,6,41673,154.35.175.225,10.0.2.15,443,50425,133390722,1332360205,5,0,-1,1,1024,41502,0,0
500,1706301673.682000,4,5,0,894,2,0,128,6,56680,10.0.2.15,10.0.2.15,443,50426,2443557707,3860157860,5,0,1,1,1025,5313,0,1
500,1706301673.682000,4,5,0,894,2,0,128,6,4069,80.127.137.19,10.0.2.15,443,50426,2443557707,3860157860,5,0,1,1,1025,18237,0,1
17381,1706301673.682000,4,5,0,40,2,0,128,6,24791,10.0.2.15,154.35.175.225,50425,443,1332360205,133390723,5,0,-1,1,1022,41504,0,0
17381,1706301673.682000,4,5,0,40,2,0,128,6,40653,10.0.2.15,10.0.2.15,50425,443,1332360205,133390723,5,0,-1,1,1022,57366,0,0
17382,1706301673.727000,4,5,0,40,2,0,128,6,24790,10.0.2.15,154.35.175.225,50425,443,1332360205,133390723,5,0,-1,1,1022,41503,0,0
17382,1706301673.727000,4,5,0,40,2,0,128,6,40652,10.0.2.15,10.0.2.15,50425,443,1332360205,133390723,5,0,-1,1,1022,57365,0,0
50941,1706301673.727000,4,5,0,382,2,0,128,6,19675,10.0.2.15,80.127.137.19,50426,443,3860157860,2443558561,5,0,1,1,1023,5751,0,1
50941,1706301673.727000,4,5,0,382,2,0,128,6,6751,10.0.2.15,10.0.2.15,50426,443,3860157860,2443558561,5,0,1,1,1023,58362,0,1
501,1706301673.727000,4,5,0,40,2,0,128,6,57533,10.0.2.15,10.0.2.15,443,50425,133390723,1332360206,5,0,-1,1,1024,57363,0,0
501,1706301673.727000,4,5,0,40,2,0,128,6,41671,154.35.175.225,10.0.2.15,443,50425,133390723,1332360206,5,0,-1,1,1024,41501,0,0
502,1706301673.727000,4,5,0,72,-1,0,128,17,8338,10.0.2.15,10.0.2.15,53,49172,,,,,,0,,,,0
503,1706301673.727000,4,5,0,40,2,0,128,6,57531,10.0.2.15,10.0.2.15,443,50426,2443558561,3860158202,5,0,-1,1,1024,16298,0,0
503,1706301673.727000,4,5,0,40,2,0,128,6,4920,80.127.137.19,10.0.2.15,443,50426,2443558561,3860158202,5,0,-1,1,1024,29222,0,0
504,1706301673.785000,4,5,0,322,2,0,128,6,57248,10.0.2.15,10.0.2.15,443,50426,2443558561,3860158202,5,0,1,1,1024,229,0,1
504,1706301673.785000,4,5,0,322,2,0,128,6,4637,80.127.137.19,10.0.2.15,443,50426,2443558561,3860158202,5,0,1,1,1024,13153,0,1
50942,1706301673.785000,4,5,0,93,2,0,128,6,19963,10.0.2.15,80.127.137.19,50426,443,3860158202,2443558843,5,0,1,1,1022,20705,0,1
50942,1706301673.785000,4,5,0,93,2,0,128,6,7039,10.0.2.15,10.0.2.15,50426,443,3860158202,2443558843,5,0,1,1,1022,7781,0,1
505,1706301673.785000,4,5,0,40,2,0,128,6,57529,10.0.2.15,10.0.2.15,443,50426,2443558843,3860158255,5,0,-1,1,1024,15963,0,0
505,1706301673.785000,4,5,0,40,2,0,128,6,4918,80.127.137.19,10.0.2.15,443,50426,2443558843,3860158255,5,0,-1,1,1024,28887,0,0
7803,1706301677.185000,4,5,0,52,2,0,128,6,40195,10.0.2.15,193.11.114.43,50427,9001,2281726056,0,8,0,-1,1,64240,25676,0,0
7803,1706301677.185000,4,5,0,52,2,0,128,6,50219,10.0.2.15,10.0.2.15,50427,38926,2281726056,0,8,0,-1,1,64240,5775,0,0
506,1706301677.185000,4,5,0,52,2,0,128,6,57516,10.0.2.15,10.0.2.15,38926,50427,1724483684,2281726057,8,0,-1,1,65535,10269,0,0
506,1706301677.215000,4,5,0,52,2,0,128,6,47492,193.11.114.43,10.0.2.15,9001,50427,1724483684,2281726057,8,0,-1,1,65535,30170,0,0
7804,1706301677.215000,4,5,0,40,2,0,128,6,40206,10.0.2.15,193.11.114.43,50427,9001,2281726057,1724483685,5,0,-1,1,1026,44239,0,0
7804,1706301677.215000,4,5,0,40,2,0,128,6,50230,10.0.2.15,10.0.2.15,50427,38926,2281726057,1724483685,5,0,-1,1,1026,24338,0,0
7805,1706301677.215000,4,5,0,246,2,0,128,6,39999,10.0.2.15,193.11.114.43,50427,9001,2281726057,1724483685,5,0,1,1,1026,8717,0,1
7805,1706301677.215000,4,5,0,246,2,0,128,6,50023,10.0.2.15,10.0.2.15,50427,38926,2281726057,1724483685,5,0,1,1,1026,54351,0,1
507,1706301677.215000,4,5,0,40,2,0,128,6,57527,10.0.2.15,10.0.2.15,38926,50427,1724483685,2281726263,5,0,-1,1,1025,24133,0,0
507,1706301677.215000,4,5,0,40,2,0,128,6,47503,193.11.114.43,10.0.2.15,9001,50427,1724483685,2281726263,5,0,-1,1,1025,44034,0,0
508,1706301679.335000,4,5,0,72,-1,0,128,17,8332,10.0.2.15,10.0.2.15,59430,53,,,,,,0,,,,0
11416,1706301683.855000,4,5,0,52,2,0,128,6,19084,10.0.2.15,178.62.197.82,50428,443,434137570,0,8,0,-1,1,64240,42501,0,0
11416,1706301685.334000,4,5,0,52,2,0,128,6,46606,10.0.2.15,10.0.2.15,50428,443,434137570,0,8,0,-1,1,64240,4488,0,0
11417,1706301685.334000,4,5,0,52,2,0,128,6,19083,10.0.2.15,178.62.197.82,50428,443,434137570,0,8,0,-1,1,64240,42501,0,0
11417,1706301685.341000,4,5,0,52,2,0,128,6,46605,10.0.2.15,10.0.2.15,50428,443,434137570,0,8,0,-1,1,64240,4488,0,0
518,1706301685.341000,4,5,0,52,2,0,128,6,57504,10.0.2.15,10.0.2.15,443,50428,1606910723,434137571,8,0,-1,1,65535,12153,0,0
518,1706301685.341000,4,5,0,52,2,0,128,6,29982,178.62.197.82,10.0.2.15,443,50428,1606910723,434137571,8,0,-1,1,65535,50166,0,0
11418,1706301685.341000,4,5,0,40,2,0,128,6,19094,10.0.2.15,178.62.197.82,50428,443,434137571,1606910724,5,0,-1,1,1026,64235,0,0
